departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
HUILA,41,COLOMBIA,41206,Rural,Vereda Pantanos,2004,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.613889,-74.615278,Accidente por MAP,"(3.613889, -74.615278)",Sin Información
BOLIVAR,13,ARENAL,13042,Rural,Sin información,2004,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,8.457,-73.925,Accidente por MAP,"(8.457, -73.925)",Fuerza pública
BOLIVAR,13,ARENAL,13042,Rural,Sin información,2004,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.457,-73.925,Accidente por MAP,"(8.457, -73.925)",Fuerza pública
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica,2007,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,8.226389,-73.081944,Accidente por MAP,"(8.226389, -73.081944)",Fuerza pública
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica,2007,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.226389,-73.081944,Accidente por MAP,"(8.226389, -73.081944)",Fuerza pública
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica,2007,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.226389,-73.081944,Accidente por MAP,"(8.226389, -73.081944)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Sin información,2004,7,Mayor de 18 años,No,Civil,Muerto,Masculino,5.935833,-75.036667,Accidente por MAP,"(5.935833, -75.036667)","Pasando, estando cerca"
ANTIOQUIA,5,AMALFI,5031,Rural,Vereda Salazar,2002,5,Mayor de 18 años,No,Civil,Herido,Masculino,6.9081,-75.075344,Accidente por MAP,"(6.9081, -75.075344)",Sin Información
META,50,VISTAHERMOSA,50711,Rural,Vereda Costa Rica,2006,2,Mayor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)","Pasando, estando cerca"
META,50,VISTAHERMOSA,50711,Rural,Vereda Costa Rica,2006,2,Mayor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)","Pasando, estando cerca"
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Vereda Filo De La Virgen,2007,3,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)","Pasando, estando cerca"
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Vereda Buenos Aires,2003,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,Guayacana,2006,8,Mayor de 18 años,No,Civil,Herido,Masculino,2.202486834,-78.57300066,Accidente por MAP,"(2.202486834, -78.57300066)","Pasando, estando cerca"
CAQUETA,18,EL PAUJIL,18256,Rural,Sitio La Inspección,2004,7,Menor de 18 años,No,Civil,Herido,Masculino,1.570034,-75.32675,Accidente por MAP,"(1.570034, -75.32675)","Pasando, estando cerca"
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,Rural,Vereda La Represa,2003,9,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.083485,-75.334176,Accidente por MAP,"(6.083485, -75.334176)",Fuerza pública
ARAUCA,81,SARAVENA,81736,Rural,Sin información,2002,1,Mayor de 18 años,No,Civil,Herido,Masculino,6.958339,-71.878277,Accidente por MAP,"(6.958339, -71.878277)",Sin Información
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Quebrada Jagua,2007,9,Mayor de 18 años,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Sin Información
ANTIOQUIA,5,GUATAPÉ,5321,Rural,Vereda La Peña,2002,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.1875,-75.164722,Accidente por MAP,"(6.1875, -75.164722)",Fuerza pública
ANTIOQUIA,5,SAN LUIS,5660,Rural,Sin información,2006,9,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Vereda Vetas Central,2003,4,Mayor de 18 años,No,Civil,Muerto,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Sin Información
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,Rural,Area General Llanos Del Yari,2004,7,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.343889,-74.244167,Accidente por MAP,"(1.343889, -74.244167)",Fuerza pública
TOLIMA,73,VILLAHERMOSA,73870,Rural,Vereda El Resguardo,2003,12,Mayor de 18 años,No,Civil,Muerto,Masculino,5.03035,-75.11827,Accidente por MAP,"(5.03035, -75.11827)",Sin Información
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.903056,-73.601944,Accidente por MAP,"(2.903056, -73.601944)",Fuerza pública
ANTIOQUIA,5,EL BAGRE,5250,Rural,Vereda La Corona,2001,4,Mayor de 18 años,No,Civil,Herido,Masculino,7.597383,-74.809065,Accidente por MAP,"(7.597383, -74.809065)",Sin Información
CALDAS,17,PENSILVANIA,17541,Rural,Sector Quebrada La Virgen,2004,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.433,-75.25,Accidente por MAP,"(5.433, -75.25)",Fuerza pública
CALDAS,17,PENSILVANIA,17541,Rural,Sector Quebrada La Virgen,2004,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.433,-75.25,Accidente por MAP,"(5.433, -75.25)",Fuerza pública
CALDAS,17,PÁCORA,17513,Rural,Sin información,2002,6,Mayor de 18 años,No,Civil,Herido,Masculino,5.52706,-75.459289,Accidente por MAP,"(5.52706, -75.459289)","Recogiendo comida, agua ó  madera"
ARAUCA,81,FORTUL,81300,Rural,Sector Caño Seco,2006,8,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.750556,-71.888056,Accidente por MAP,"(6.750556, -71.888056)",Fuerza pública
NARIÑO,52,IPIALES,52356,Rural,Cabal,2004,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.826836,-77.638252,Accidente por MAP,"(0.826836, -77.638252)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,"Vereda La Albania, Finca Las Brisas De Guapaya",2006,3,Menor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50,VISTAHERMOSA,50711,Rural,"Vereda La Albania, Finca Las Brisas De Guapaya",2006,3,Menor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2006,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2006,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Vereda Pailania,2004,6,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Vereda Pailania,2004,6,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)",Fuerza pública
ANTIOQUIA,5,NECHÍ,5495,Rural,Vereda Regencia,1993,4,Mayor de 18 años,No,Civil,Muerto,Masculino,8.095854,-74.776599,Accidente por MAP,"(8.095854, -74.776599)",Manipulación
ANTIOQUIA,5,NECHÍ,5495,Rural,Vereda Regencia,1993,4,Mayor de 18 años,No,Civil,Muerto,Masculino,8.095854,-74.776599,Accidente por MAP,"(8.095854, -74.776599)",Manipulación
CHOCO,27,EL CARMEN DEL ATRATO,27245,Rural,Zona Limítrofe De Antioquia Y Chocó,2005,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)",Sin Información
CHOCO,27,EL CARMEN DEL ATRATO,27245,Rural,Zona Limítrofe De Antioquia Y Chocó,2005,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)",Sin Información
BOYACA,15,LABRANZAGRANDE,15377,Rural,Sin información,2000,7,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.593542,-72.565617,Accidente por MAP,"(5.593542, -72.565617)",Fuerza pública
BOYACA,15,LABRANZAGRANDE,15377,Rural,Sin información,2000,7,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.593542,-72.565617,Accidente por MAP,"(5.593542, -72.565617)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,Rural,Sector Aceituno,2005,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,Rural,Sector Aceituno,2005,8,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda Marquetalia,2007,2,Mayor de 18 años,No,Civil,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
VAUPES,97,MITÚ,97001,Rural,San Miguel,2003,10,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,1.220556,-70.270833,Accidente por MAP,"(1.220556, -70.270833)",Fuerza pública
VAUPES,97,MITÚ,97001,Rural,San Miguel,2003,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.220556,-70.270833,Accidente por MAP,"(1.220556, -70.270833)",Fuerza pública
VAUPES,97,MITÚ,97001,Rural,San Miguel,2003,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.220556,-70.270833,Accidente por MAP,"(1.220556, -70.270833)",Fuerza pública
SANTANDER,68,SAN MIGUEL,68686,Rural,Sin información,2002,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.575641,-72.645506,Accidente por MAP,"(6.575641, -72.645506)",Fuerza pública
SANTANDER,68,SAN MIGUEL,68686,Rural,Sin información,2002,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.575641,-72.645506,Accidente por MAP,"(6.575641, -72.645506)",Fuerza pública
BOYACA,15,PAJARITO,15518,Rural,Sin información,1993,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.319845,-72.677481,Accidente por MAP,"(5.319845, -72.677481)",Fuerza pública
CUNDINAMARCA,25,GUAYABAL DE SÍQUIMA,25328,Rural,Mesitas,2003,4,Menor de 18 años,No,Civil,Herido,Masculino,4.877547,-74.466984,Accidente por MAP,"(4.877547, -74.466984)","Pasando, estando cerca"
PUTUMAYO,86,PUERTO GUZMÁN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.964878,-76.407827,Accidente por MAP,"(0.964878, -76.407827)",Fuerza pública
PUTUMAYO,86,PUERTO GUZMÁN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.964878,-76.407827,Accidente por MAP,"(0.964878, -76.407827)",Fuerza pública
PUTUMAYO,86,PUERTO GUZMÁN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.964878,-76.407827,Accidente por MAP,"(0.964878, -76.407827)",Fuerza pública
PUTUMAYO,86,PUERTO GUZMÁN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.964878,-76.407827,Accidente por MAP,"(0.964878, -76.407827)",Fuerza pública
PUTUMAYO,86,PUERTO GUZMÁN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.964878,-76.407827,Accidente por MAP,"(0.964878, -76.407827)",Fuerza pública
TOLIMA,73,PLANADAS,73555,Rural,Vereda El Jordan,2006,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.069444,-75.673056,Accidente por MAP,"(3.069444, -75.673056)",Fuerza pública
BOLIVAR,13,SAN PABLO,13670,Rural,Sin información,2005,11,Mayor de 18 años,No,Civil,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Sin Información
ANTIOQUIA,5,ABEJORRAL,5002,Rural,Vereda Carrizales,2005,5,Menor de 18 años,No,Civil,Herido,Masculino,5.790278,-75.4275,Accidente por MAP,"(5.790278, -75.4275)",Sin Información
ANTIOQUIA,5,SONSÓN,5756,Rural,Vereda La Aguada,2005,12,Menor de 18 años,No,Civil,Muerto,Femenino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)","Pasando, estando cerca"
ANTIOQUIA,5,SONSÓN,5756,Rural,Vereda La Aguada,2005,12,Menor de 18 años,No,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)","Pasando, estando cerca"
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Las Nieves,2007,10,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,7.183889,-75.303333,Accidente por MAP,"(7.183889, -75.303333)",Fuerza pública
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Buenos Aires,2008,5,Menor de 18 años,No,Civil,Muerto,Masculino,7.023186,-71.384978,Accidente por MAP,"(7.023186, -71.384978)","Caza, pesca"
CALDAS,17,PENSILVANIA,17541,Rural,Vereda Aguacatal,2004,2,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.522222,-75.190556,Accidente por MAP,"(5.522222, -75.190556)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Inspección Santo Domingo,2005,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,2.868333,-73.796667,Accidente por MAP,"(2.868333, -73.796667)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Inspección Santo Domingo,2005,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,2.868333,-73.796667,Accidente por MAP,"(2.868333, -73.796667)",Fuerza pública
ANTIOQUIA,5,EL BAGRE,5250,Rural,Sin información,2007,2,Mayor de 18 años,No,Civil,Herido,Masculino,7.597383,-74.809065,Accidente por MAP,"(7.597383, -74.809065)",Sin Información
ANTIOQUIA,5,EL BAGRE,5250,Rural,Sin información,2007,2,Mayor de 18 años,No,Civil,Herido,Masculino,7.597383,-74.809065,Accidente por MAP,"(7.597383, -74.809065)",Sin Información
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2005,4,Mayor de 18 años,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,YOLOMBÓ,5890,Rural,Sin información,2001,7,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.59606,-75.013537,Accidente por MAP,"(6.59606, -75.013537)",Sin Información
ANTIOQUIA,5,ZARAGOZA,5895,Rural,Sitio Arenales,1994,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.490632,-74.867778,Accidente por MAP,"(7.490632, -74.867778)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,Rural,Rio Coreguaje,2007,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.693333,-74.644444,Accidente por MAP,"(2.693333, -74.644444)",Fuerza pública
CAQUETA,18,MILÁN,18460,Rural,Vereda Marquetalia,2004,2,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,1.289829,-75.507011,Accidente por MAP,"(1.289829, -75.507011)",Fuerza pública
CAUCA,19,BALBOA,19075,Rural,Vereda La Planada,2002,8,Mayor de 18 años,No,Civil,Muerto,Masculino,2.039527,-77.217142,Accidente por MAP,"(2.039527, -77.217142)",Sin Información
ARAUCA,81,ARAUQUITA,81065,Rural,Limites Fronterizos,2007,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.623333,-71.1125,Accidente por MAP,"(6.623333, -71.1125)",Fuerza pública
CALDAS,17,RIOSUCIO,17614,Rural,Sin información,2003,7,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.424265,-75.703599,Accidente por MAP,"(5.424265, -75.703599)",Fuerza pública
CALDAS,17,RIOSUCIO,17614,Rural,Sin información,2003,7,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.424265,-75.703599,Accidente por MAP,"(5.424265, -75.703599)",Fuerza pública
BOLIVAR,13,MORALES,13473,Rural,Corg. Mico Ahumado,1993,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza pública
BOLIVAR,13,MORALES,13473,Rural,Corg. Mico Ahumado,1993,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza pública
NARIÑO,52,POLICARPA,52540,Rural,Sin información,2006,11,Mayor de 18 años,No,Civil,Muerto,Masculino,1.628192,-77.459098,Accidente por MAP,"(1.628192, -77.459098)",Trabajos de casa
ANTIOQUIA,5,ARGELIA,5055,Rural,Vereda Villeta Florida,2004,9,Menor de 18 años,No,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)","Pasando, estando cerca"
ANTIOQUIA,5,ARGELIA,5055,Rural,Vereda Villeta Florida,2004,9,Menor de 18 años,No,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)","Pasando, estando cerca"
ANTIOQUIA,5,ARGELIA,5055,Rural,Vereda Villeta Florida,2004,9,Menor de 18 años,No,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)","Pasando, estando cerca"
ANTIOQUIA,5,ARGELIA,5055,Rural,Vereda Villeta Florida,2004,9,Menor de 18 años,No,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)","Pasando, estando cerca"
ARAUCA,81,ARAUQUITA,81065,Rural,"Vereda Villanueva, Caserío El Campín",2007,9,Mayor de 18 años,No,Civil,Herido,Masculino,7.023186,-71.384978,Accidente por MAP,"(7.023186, -71.384978)",Sin Información
ARAUCA,81,ARAUQUITA,81065,Rural,"Vereda Villanueva, Caserío El Campín",2007,9,Menor de 18 años,No,Civil,Muerto,Masculino,7.023186,-71.384978,Accidente por MAP,"(7.023186, -71.384978)",Sin Información
ARAUCA,81,ARAUQUITA,81065,Rural,"Vereda Villanueva, Caserío El Campín",2007,9,Mayor de 18 años,No,Civil,Herido,Masculino,7.023186,-71.384978,Accidente por MAP,"(7.023186, -71.384978)",Sin Información
SANTANDER,68,CIMITARRA,68190,Rural,Vereda La Laguna,1997,12,Mayor de 18 años,No,Civil,Herido,Masculino,6.313589,-73.950046,Accidente por MAP,"(6.313589, -73.950046)","Recogiendo comida, agua ó  madera"
SUCRE,70,SUCRE,70771,Rural,La Mojana,1993,11,Menor de 18 años,No,Civil,Herido,Masculino,8.81055,-74.722467,Accidente por MAP,"(8.81055, -74.722467)",Sin Información
SUCRE,70,SUCRE,70771,Rural,La Mojana,1993,11,Mayor de 18 años,No,Civil,Herido,Masculino,8.81055,-74.722467,Accidente por MAP,"(8.81055, -74.722467)",Sin Información
SUCRE,70,SUCRE,70771,Rural,La Mojana,1993,11,Mayor de 18 años,No,Civil,Herido,Masculino,8.81055,-74.722467,Accidente por MAP,"(8.81055, -74.722467)",Sin Información
SUCRE,70,SUCRE,70771,Rural,La Mojana,1993,11,Menor de 18 años,No,Civil,Herido,Masculino,8.81055,-74.722467,Accidente por MAP,"(8.81055, -74.722467)",Sin Información
SUCRE,70,SUCRE,70771,Rural,La Mojana,1993,11,Menor de 18 años,No,Civil,Herido,Masculino,8.81055,-74.722467,Accidente por MAP,"(8.81055, -74.722467)",Sin Información
SUCRE,70,SUCRE,70771,Rural,La Mojana,1993,11,Mayor de 18 años,No,Civil,Herido,Masculino,8.81055,-74.722467,Accidente por MAP,"(8.81055, -74.722467)",Sin Información
META,50,VISTAHERMOSA,50711,Rural,"Vereda Palestina, Finca Palestina",2005,11,Mayor de 18 años,No,Civil,Herido,Masculino,3.084609,-73.795452,Accidente por MAP,"(3.084609, -73.795452)",Agricultura
ANTIOQUIA,5,ARGELIA,5055,Rural,Vereda El Café,2005,5,Mayor de 18 años,No,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)",Sin Información
META,50,PUERTO RICO,50590,Rural,Vereda Caños Negros,2004,2,Menor de 18 años,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Sin Información
ANTIOQUIA,5,ALEJANDRÍA,5021,Rural,Vereda San Lorenzo,2002,7,Mayor de 18 años,No,Civil,Herido,Masculino,6.37629,-75.14112,Accidente por MAP,"(6.37629, -75.14112)",Sin Información
NORTE DE SANTANDER,54,ARBOLEDAS,54051,Rural,Sin información,2000,12,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,7.644476177,-72.80421435,Accidente por MAP,"(7.644476177, -72.80421435)",Fuerza pública
NORTE DE SANTANDER,54,ARBOLEDAS,54051,Rural,Sin información,2000,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.644476177,-72.80421435,Accidente por MAP,"(7.644476177, -72.80421435)",Fuerza pública
VALLE DEL CAUCA,76,BUGA,76111,Rural,Vereda Campo Hermosa,2006,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.880278,-76.157778,Accidente por MAP,"(3.880278, -76.157778)",Fuerza pública
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Vereda San Martin,2006,7,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.702778,-72.980278,Accidente por MAP,"(8.702778, -72.980278)",Fuerza pública
ANTIOQUIA,5,YONDÓ,5893,Rural,San Antonio,2005,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.006776,-73.909682,Accidente por MAP,"(7.006776, -73.909682)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,Rural,Entrada Buenos Aires,2007,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.189167,-74.920833,Accidente por MAP,"(2.189167, -74.920833)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,La Culebra,2007,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,7.058056,-75.206389,Accidente por MAP,"(7.058056, -75.206389)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,La Culebra,2007,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.058056,-75.206389,Accidente por MAP,"(7.058056, -75.206389)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,Quebrada Del Diablo,2005,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.311944,-75.227778,Accidente por MAP,"(7.311944, -75.227778)",Fuerza pública
CAQUETA,18,EL PAUJIL,18256,Rural,Sin información,2002,9,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.585556,-75.348611,Accidente por MAP,"(1.585556, -75.348611)",Fuerza pública
CHOCO,27,RIOSUCIO,27615,Rural,Area De Chintadó Medio,2002,9,Mayor de 18 años,No,Civil,Herido,Masculino,7.437292,-77.111288,Accidente por MAP,"(7.437292, -77.111288)",Agricultura
TOLIMA,73,PLANADAS,73555,Rural,"Vereda San Miguel, Finca La Esperanza",2006,4,Mayor de 18 años,No,Civil,Herido,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)","Pasando, estando cerca"
ANTIOQUIA,5,ARGELIA,5055,Rural,Paraje La Aguada,2005,12,Menor de 18 años,No,Civil,Muerto,Femenino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)","Pasando, estando cerca"
ANTIOQUIA,5,ARGELIA,5055,Rural,Paraje La Aguada,2005,12,Menor de 18 años,No,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)","Pasando, estando cerca"
CAQUETA,18,FLORENCIA,18001,Rural,Cerro Pistola,2004,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.753889,-75.648889,Accidente por MAP,"(1.753889, -75.648889)",Fuerza pública
BOYACA,15,LABRANZAGRANDE,15377,Rural,Vereda Cueta,2004,11,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.447778,-72.511667,Accidente por MAP,"(5.447778, -72.511667)",Fuerza pública
META,50,SAN JUANITO,50686,Rural,Sitio San Marino,1996,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,4.45832,-73.676674,Accidente por MAP,"(4.45832, -73.676674)",Fuerza pública
META,50,SAN JUANITO,50686,Rural,Sitio San Marino,1996,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,4.45832,-73.676674,Accidente por MAP,"(4.45832, -73.676674)",Fuerza pública
META,50,SAN JUANITO,50686,Rural,Sitio San Marino,1996,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,4.45832,-73.676674,Accidente por MAP,"(4.45832, -73.676674)",Fuerza pública
